index,name,造成伤害,承受伤害,造成治疗,收到治疗,有效护盾,击杀数,位置,胜利,描述,时间戳
3,vampiro,400,699,199,199,0,0,0,true,mate,2025-12-20 20:33:22
9,pantano,340,772,295,295,0,0,1,true,mate,2025-12-20 20:33:22
4,monje,348,610,0,0,80,1,2,true,mate,2025-12-20 20:33:22
8,ghost,750,480,0,0,0,0,3,true,mate,2025-12-20 20:33:22
10,magia,888,500,0,0,0,0,4,true,mate,2025-12-20 20:33:22
12,arqureo,1235,420,0,0,0,5,5,true,mate,2025-12-20 20:33:22
7,Bosque,435,896,316,376,0,1,0,false,enemy,2025-12-20 20:33:22
11,guerra,695,735,80,155,0,1,1,false,enemy,2025-12-20 20:33:22
6,capitan,285,655,0,15,0,0,2,false,enemy,2025-12-20 20:33:22
5,spider,900,575,0,75,0,1,3,false,enemy,2025-12-20 20:33:22
1,sonida,650,595,405,135,0,0,4,false,enemy,2025-12-20 20:33:22
2,sniper,546,505,0,45,0,2,5,false,enemy,2025-12-20 20:33:22

11,guerra,494,662,82,82,0,0,0,false,mate,2025-12-20 20:33:23
9,pantano,240,663,181,181,0,0,1,false,mate,2025-12-20 20:33:23
7,Bosque,290,818,298,298,0,0,2,false,mate,2025-12-20 20:33:23
8,ghost,876,480,0,0,0,0,3,false,mate,2025-12-20 20:33:23
12,arqureo,817,500,0,0,0,0,4,false,mate,2025-12-20 20:33:23
2,sniper,919,460,0,0,0,5,5,false,mate,2025-12-20 20:33:23
4,monje,361,610,0,0,80,0,0,true,enemy,2025-12-20 20:33:23
3,vampiro,475,792,202,292,0,0,1,true,enemy,2025-12-20 20:33:23
6,capitan,465,715,0,75,0,0,2,true,enemy,2025-12-20 20:33:23
10,magia,913,552,0,60,0,1,3,true,enemy,2025-12-20 20:33:23
5,spider,738,545,0,45,0,3,4,true,enemy,2025-12-20 20:33:23
1,sonida,631,392,390,120,0,2,5,true,enemy,2025-12-20 20:33:23

11,guerra,693,802,87,222,0,1,0,true,mate,2025-12-20 20:33:24
7,Bosque,250,705,170,185,0,0,1,true,mate,2025-12-20 20:33:24
9,pantano,410,814,295,325,0,0,2,true,mate,2025-12-20 20:33:24
8,ghost,666,228,0,30,0,4,3,true,mate,2025-12-20 20:33:24
5,spider,870,425,0,30,0,2,4,true,mate,2025-12-20 20:33:24
1,sonida,394,505,285,45,0,1,5,true,mate,2025-12-20 20:33:24
3,vampiro,250,553,53,53,0,0,0,false,enemy,2025-12-20 20:33:24
4,monje,361,600,0,0,70,0,1,false,enemy,2025-12-20 20:33:24
6,capitan,465,640,0,0,0,0,2,false,enemy,2025-12-20 20:33:24
2,sniper,609,460,0,0,0,1,3,false,enemy,2025-12-20 20:33:24
10,magia,865,500,0,0,0,1,4,false,enemy,2025-12-20 20:33:24
12,arqureo,929,500,0,0,0,2,5,false,enemy,2025-12-20 20:33:24

3,vampiro,400,798,193,298,0,0,0,false,mate,2025-12-20 20:33:26
4,monje,434,700,0,60,80,1,1,false,mate,2025-12-20 20:33:26
6,capitan,585,670,0,30,0,0,2,false,mate,2025-12-20 20:33:26
5,spider,863,515,0,45,0,0,3,false,mate,2025-12-20 20:33:26
1,sonida,500,490,360,60,0,0,4,false,mate,2025-12-20 20:33:26
2,sniper,528,520,0,60,0,3,5,false,mate,2025-12-20 20:33:26
11,guerra,380,673,93,93,0,0,0,true,enemy,2025-12-20 20:33:26
7,Bosque,250,609,89,89,0,0,1,true,enemy,2025-12-20 20:33:26
9,pantano,380,908,362,362,0,0,2,true,enemy,2025-12-20 20:33:26
12,arqureo,926,495,0,0,0,3,3,true,enemy,2025-12-20 20:33:26
8,ghost,772,480,0,0,0,2,4,true,enemy,2025-12-20 20:33:26
10,magia,985,145,0,0,0,2,5,true,enemy,2025-12-20 20:33:26

4,monje,359,640,0,30,80,1,0,false,mate,2025-12-20 20:33:26
6,capitan,345,685,0,45,0,0,1,false,mate,2025-12-20 20:33:26
3,vampiro,475,824,204,324,0,0,2,false,mate,2025-12-20 20:33:26
1,sonida,500,505,390,75,0,0,3,false,mate,2025-12-20 20:33:26
10,magia,826,560,0,60,0,0,4,false,mate,2025-12-20 20:33:26
12,arqureo,918,530,0,60,0,2,5,false,mate,2025-12-20 20:33:26
7,Bosque,250,609,89,89,0,0,0,true,enemy,2025-12-20 20:33:26
9,pantano,589,981,496,496,0,1,1,true,enemy,2025-12-20 20:33:26
11,guerra,380,673,93,93,0,0,2,true,enemy,2025-12-20 20:33:26
2,sniper,846,341,0,0,0,3,3,true,enemy,2025-12-20 20:33:26
5,spider,1060,339,0,0,0,1,4,true,enemy,2025-12-20 20:33:26
8,ghost,649,480,0,0,0,3,5,true,enemy,2025-12-20 20:33:26

4,monje,450,690,0,30,100,1,0,false,mate,2025-12-20 20:33:27
7,Bosque,300,822,227,302,0,0,1,false,mate,2025-12-20 20:33:27
3,vampiro,395,764,189,264,0,0,2,false,mate,2025-12-20 20:33:27
2,sniper,567,520,0,60,0,1,3,false,mate,2025-12-20 20:33:27
12,arqureo,502,545,0,45,0,0,4,false,mate,2025-12-20 20:33:27
1,sonida,458,505,330,45,0,1,5,false,mate,2025-12-20 20:33:27
11,guerra,301,580,0,0,0,0,0,true,enemy,2025-12-20 20:33:27
9,pantano,498,897,362,362,0,2,1,true,enemy,2025-12-20 20:33:27
6,capitan,345,640,0,0,0,0,2,true,enemy,2025-12-20 20:33:27
10,magia,1009,305,0,0,0,1,3,true,enemy,2025-12-20 20:33:27
5,spider,962,25,0,0,0,2,4,true,enemy,2025-12-20 20:33:27
8,ghost,731,225,0,0,0,1,5,true,enemy,2025-12-20 20:33:27

3,vampiro,550,755,256,256,0,0,0,true,mate,2025-12-20 20:33:28
7,Bosque,490,971,566,566,0,0,1,true,mate,2025-12-20 20:33:28
9,pantano,240,663,181,181,0,0,2,true,mate,2025-12-20 20:33:28
12,arqureo,1012,314,0,0,0,3,3,true,mate,2025-12-20 20:33:28
8,ghost,770,66,0,0,0,2,4,true,mate,2025-12-20 20:33:28
2,sniper,656,460,0,0,0,1,5,true,mate,2025-12-20 20:33:28
11,guerra,442,788,88,208,0,0,0,false,enemy,2025-12-20 20:33:28
6,capitan,345,670,0,30,0,0,1,false,enemy,2025-12-20 20:33:28
4,monje,361,670,0,30,80,0,2,false,enemy,2025-12-20 20:33:28
10,magia,825,555,0,60,0,1,3,false,enemy,2025-12-20 20:33:28
1,sonida,450,505,315,45,0,0,4,false,enemy,2025-12-20 20:33:28
5,spider,806,530,0,30,0,2,5,false,enemy,2025-12-20 20:33:28

4,monje,453,650,0,0,100,1,0,true,mate,2025-12-20 20:33:29
11,guerra,738,529,167,167,0,1,1,true,mate,2025-12-20 20:33:29
6,capitan,405,640,0,0,0,0,2,true,mate,2025-12-20 20:33:29
2,sniper,674,182,0,0,0,3,3,true,mate,2025-12-20 20:33:29
5,spider,606,279,0,0,0,1,4,true,mate,2025-12-20 20:33:29
8,ghost,718,397,0,0,0,0,5,true,mate,2025-12-20 20:33:29
7,Bosque,250,633,83,113,0,0,0,false,enemy,2025-12-20 20:33:29
