index,name,造成伤害,承受伤害,造成治疗,收到治疗,有效护盾,击杀数,位置,胜利,描述,时间戳
9,pantano,509,1012,643,643,0,1,0,false,mate,2026-01-07 01:05:45
7,Bosque,200,704,130,144,0,0,1,false,mate,2026-01-07 01:05:45
13,toad,250,580,0,0,0,0,2,false,mate,2026-01-07 01:05:45
2,sniper,912,500,0,0,0,1,3,false,mate,2026-01-07 01:05:45
8,ghost,883,500,0,0,0,3,4,false,mate,2026-01-07 01:05:45
10,magia,765,480,0,0,0,0,5,false,mate,2026-01-07 01:05:45
3,vampiro,527,915,260,385,0,0,0,true,enemy,2026-01-07 01:05:45
11,guerra,417,685,72,107,0,1,1,true,enemy,2026-01-07 01:05:45
4,monje,701,876,0,80,235,1,2,true,enemy,2026-01-07 01:05:45
15,assassin,660,145,0,70,0,2,3,true,enemy,2026-01-07 01:05:45
1,sonida,500,497,465,85,0,0,4,true,enemy,2026-01-07 01:05:45
12,arqureo,971,382,0,70,0,2,5,true,enemy,2026-01-07 01:05:45

13,toad,382,656,0,65,11,1,0,false,mate,2026-01-07 01:05:46
6,capitan,364,856,50,130,96,1,1,false,mate,2026-01-07 01:05:46
9,pantano,632,1211,640,740,0,0,2,false,mate,2026-01-07 01:05:46
5,spider,1109,550,0,70,0,1,3,false,mate,2026-01-07 01:05:46
12,arqureo,812,550,0,50,0,0,4,false,mate,2026-01-07 01:05:46
1,sonida,472,560,465,100,0,1,5,false,mate,2026-01-07 01:05:46
7,Bosque,294,1000,397,440,0,0,0,true,enemy,2026-01-07 01:05:46
3,vampiro,474,835,305,305,0,0,1,true,enemy,2026-01-07 01:05:46
4,monje,356,763,0,0,202,0,2,true,enemy,2026-01-07 01:05:46
15,assassin,694,500,0,0,0,3,3,true,enemy,2026-01-07 01:05:46
10,magia,1639,395,0,0,0,0,4,true,enemy,2026-01-07 01:05:46
2,sniper,926,259,0,0,0,3,5,true,enemy,2026-01-07 01:05:46

9,pantano,498,1199,640,740,0,2,0,true,mate,2026-01-07 01:05:47
4,monje,545,861,0,80,201,1,1,true,mate,2026-01-07 01:05:47
3,vampiro,370,777,172,247,0,0,2,true,mate,2026-01-07 01:05:47
12,arqureo,1167,152,0,100,0,2,3,true,mate,2026-01-07 01:05:47
1,sonida,599,55,475,70,0,1,4,true,mate,2026-01-07 01:05:47
10,magia,1294,530,0,50,0,0,5,true,mate,2026-01-07 01:05:47
7,Bosque,350,1063,357,395,108,0,0,false,enemy,2026-01-07 01:05:47
11,guerra,324,775,72,72,120,0,1,false,enemy,2026-01-07 01:05:47
6,capitan,851,883,100,100,153,1,2,false,enemy,2026-01-07 01:05:47
14,queen,405,584,0,0,84,0,3,false,enemy,2026-01-07 01:05:47
15,assassin,587,584,0,0,84,1,4,false,enemy,2026-01-07 01:05:47
2,sniper,1057,584,0,0,84,2,5,false,enemy,2026-01-07 01:05:47

9,pantano,379,891,367,432,0,0,0,true,mate,2026-01-07 01:05:47
3,vampiro,813,975,345,445,0,1,1,true,mate,2026-01-07 01:05:47
11,guerra,360,630,65,95,0,0,2,true,mate,2026-01-07 01:05:47
10,magia,1211,510,0,65,0,0,3,true,mate,2026-01-07 01:05:47
1,sonida,650,301,475,115,0,0,4,true,mate,2026-01-07 01:05:47
8,ghost,1302,366,0,100,0,8,5,true,mate,2026-01-07 01:05:47
13,toad,488,789,0,0,220,2,0,false,enemy,2026-01-07 01:05:47
7,Bosque,270,1171,411,455,168,0,1,false,enemy,2026-01-07 01:05:47
4,monje,407,763,0,0,183,0,2,false,enemy,2026-01-07 01:05:47
12,arqureo,1278,621,0,0,121,1,3,false,enemy,2026-01-07 01:05:47
15,assassin,823,620,0,0,120,0,4,false,enemy,2026-01-07 01:05:47
14,queen,407,721,0,0,228,1,5,false,enemy,2026-01-07 01:05:47

3,vampiro,650,896,301,366,0,0,0,false,mate,2026-01-07 01:05:48
13,toad,350,786,0,110,96,0,1,false,mate,2026-01-07 01:05:48
11,guerra,374,630,65,95,0,0,2,false,mate,2026-01-07 01:05:48
1,sonida,500,510,325,50,0,0,3,false,mate,2026-01-07 01:05:48
8,ghost,1157,500,0,35,0,0,4,false,mate,2026-01-07 01:05:48
2,sniper,543,535,0,35,0,2,5,false,mate,2026-01-07 01:05:48
9,pantano,372,1090,640,640,216,0,0,true,enemy,2026-01-07 01:05:48
6,capitan,424,812,50,50,144,0,1,true,enemy,2026-01-07 01:05:48
4,monje,386,863,0,0,319,1,2,true,enemy,2026-01-07 01:05:48
10,magia,1446,140,0,0,50,1,3,true,enemy,2026-01-07 01:05:48
14,queen,417,456,0,0,97,1,4,true,enemy,2026-01-07 01:05:48
5,spider,812,165,0,0,50,3,5,true,enemy,2026-01-07 01:05:48

13,toad,277,687,0,0,107,1,0,true,mate,2026-01-07 01:05:48
4,monje,407,675,0,0,114,0,1,true,mate,2026-01-07 01:05:48
6,capitan,347,680,50,50,0,0,2,true,mate,2026-01-07 01:05:48
5,spider,1032,480,0,0,0,1,3,true,mate,2026-01-07 01:05:48
12,arqureo,1769,437,0,0,0,2,4,true,mate,2026-01-07 01:05:48
15,assassin,530,500,0,0,0,1,5,true,mate,2026-01-07 01:05:48
11,guerra,253,695,72,117,0,0,0,false,enemy,2026-01-07 01:05:48
9,pantano,440,873,276,306,0,1,1,false,enemy,2026-01-07 01:05:48
7,Bosque,625,1189,456,629,0,0,2,false,enemy,2026-01-07 01:05:48
2,sniper,692,565,0,65,0,3,3,false,enemy,2026-01-07 01:05:48
8,ghost,816,565,0,65,0,0,4,false,enemy,2026-01-07 01:05:48
1,sonida,667,490,420,100,0,2,5,false,enemy,2026-01-07 01:05:48

6,capitan,355,675,0,45,0,0,0,false,mate,2026-01-07 01:05:49
7,Bosque,650,1112,415,552,0,0,1,false,mate,2026-01-07 01:05:49
13,toad,350,847,58,138,129,0,2,false,mate,2026-01-07 01:05:49
8,ghost,961,535,0,35,0,1,3,false,mate,2026-01-07 01:05:49
1,sonida,600,605,460,145,0,0,4,false,mate,2026-01-07 01:05:49
5,spider,1096,550,0,70,0,2,5,false,mate,2026-01-07 01:05:49
3,vampiro,664,991,353,353,108,0,0,true,enemy,2026-01-07 01:05:49
9,pantano,399,1361,822,822,240,0,1,true,enemy,2026-01-07 01:05:49
4,monje,387,811,0,0,250,0,2,true,enemy,2026-01-07 01:05:49
12,arqureo,1521,75,0,0,25,3,3,true,enemy,2026-01-07 01:05:49
15,assassin,855,75,0,0,25,3,4,true,enemy,2026-01-07 01:05:49
14,queen,498,668,0,0,180,0,5,true,enemy,2026-01-07 01:05:49

11,guerra,807,817,222,222,60,2,0,true,mate,2026-01-07 01:05:50
9,pantano,278,680,235,235,0,1,1,true,mate,2026-01-07 01:05:50
7,Bosque,400,1161,400,445,156,0,2,true,mate,2026-01-07 01:05:50
15,assassin,728,490,0,0,49,2,3,true,mate,2026-01-07 01:05:50
14,queen,382,560,0,0,60,0,4,true,mate,2026-01-07 01:05:50
2,sniper,923,525,0,0,25,2,5,true,mate,2026-01-07 01:05:50
13,toad,250,580,0,0,0,0,0,false,enemy,2026-01-07 01:05:50
6,capitan,503,689,50,50,9,0,1,false,enemy,2026-01-07 01:05:50
3,vampiro,370,711,181,181,0,0,2,false,enemy,2026-01-07 01:05:50
10,magia,1243,480,0,0,0,0,3,false,enemy,2026-01-07 01:05:50
8,ghost,937,500,0,0,0,7,4,false,enemy,2026-01-07 01:05:50
12,arqureo,872,500,0,0,0,1,5,false,enemy,2026-01-07 01:05:50

13,toad,400,1128,116,116,432,0,0,false,mate,2026-01-07 01:05:50
11,guerra,721,736,176,176,25,1,1,false,mate,2026-01-07 01:05:50
7,Bosque,200,663,72,79,36,0,2,false,mate,2026-01-07 01:05:50
12,arqureo,1032,552,0,0,52,1,3,false,mate,2026-01-07 01:05:50
2,sniper,1381,525,0,0,25,3,4,false,mate,2026-01-07 01:05:50
14,queen,270,572,0,0,84,0,5,false,mate,2026-01-07 01:05:50
9,pantano,470,891,367,367,0,0,0,true,enemy,2026-01-07 01:05:50
3,vampiro,464,804,274,274,0,0,1,true,enemy,2026-01-07 01:05:50
4,monje,796,834,0,0,254,0,2,true,enemy,2026-01-07 01:05:50
8,ghost,838,500,0,0,0,0,3,true,enemy,2026-01-07 01:05:50
15,assassin,622,500,0,0,0,2,4,true,enemy,2026-01-07 01:05:50
5,spider,1010,475,0,0,0,4,5,true,enemy,2026-01-07 01:05:50

9,pantano,289,749,276,306,0,0,0,true,mate,2026-01-07 01:05:51
7,Bosque,394,1159,448,599,0,0,1,true,mate,2026-01-07 01:05:51
11,guerra,1061,715,358,423,0,1,2,true,mate,2026-01-07 01:05:51
1,sonida,500,517,325,65,0,0,3,true,mate,2026-01-07 01:05:51
2,sniper,867,301,0,35,0,3,4,true,mate,2026-01-07 01:05:51
8,ghost,932,0,0,35,0,2,5,true,mate,2026-01-07 01:05:51
4,monje,356,787,0,0,207,0,0,false,enemy,2026-01-07 01:05:51
13,toad,350,722,0,0,142,0,1,false,enemy,2026-01-07 01:05:51
6,capitan,355,896,50,50,216,0,2,false,enemy,2026-01-07 01:05:51
5,spider,910,517,0,0,37,2,3,false,enemy,2026-01-07 01:05:51
12,arqureo,1110,537,0,0,37,1,4,false,enemy,2026-01-07 01:05:51
14,queen,360,584,0,0,84,0,5,false,enemy,2026-01-07 01:05:51

11,guerra,310,600,65,65,0,0,0,false,mate,2026-01-07 01:05:52
7,Bosque,477,1053,445,493,0,1,1,false,mate,2026-01-07 01:05:52
4,monje,341,732,0,0,152,0,2,false,mate,2026-01-07 01:05:52
12,arqureo,438,500,0,0,0,0,3,false,mate,2026-01-07 01:05:52
10,magia,1698,480,0,0,0,2,4,false,mate,2026-01-07 01:05:52
8,ghost,840,500,0,0,0,1,5,false,mate,2026-01-07 01:05:52
6,capitan,491,869,50,50,189,1,0,true,enemy,2026-01-07 01:05:52
3,vampiro,568,945,283,283,144,1,1,true,enemy,2026-01-07 01:05:52
13,toad,350,949,58,58,311,0,2,true,enemy,2026-01-07 01:05:52
2,sniper,1206,347,0,0,85,0,3,true,enemy,2026-01-07 01:05:52
15,assassin,669,668,0,0,180,3,4,true,enemy,2026-01-07 01:05:52
