index,name,造成伤害,承受伤害,造成治疗,收到治疗,有效护盾,击杀数,位置,胜利,描述,时间戳
11,guerra,278,580,0,0,0,0,0,false,mate,2025-12-27 01:00:17
3,vampiro,466,761,241,241,0,0,1,false,mate,2025-12-27 01:00:17
13,toad,384,675,0,0,95,0,2,false,mate,2025-12-27 01:00:17
10,magia,888,480,0,0,0,0,3,false,mate,2025-12-27 01:00:17
2,sniper,916,500,0,0,0,3,4,false,mate,2025-12-27 01:00:17
5,spider,1507,500,0,0,0,2,5,false,mate,2025-12-27 01:00:17
4,monje,383,670,0,30,80,0,0,true,enemy,2025-12-27 01:00:17
9,pantano,598,1201,563,668,0,1,1,true,enemy,2025-12-27 01:00:17
7,Bosque,252,876,276,336,0,0,2,true,enemy,2025-12-27 01:00:17
12,arqureo,705,570,0,90,0,2,3,true,enemy,2025-12-27 01:00:17
1,sonida,829,580,510,165,0,3,4,true,enemy,2025-12-27 01:00:17
8,ghost,801,560,0,60,0,1,5,true,enemy,2025-12-27 01:00:17

4,monje,818,822,0,120,150,0,0,true,mate,2025-12-27 01:00:18
9,pantano,270,743,248,293,0,0,1,true,mate,2025-12-27 01:00:18
7,Bosque,252,835,250,295,0,0,2,true,mate,2025-12-27 01:00:18
2,sniper,737,474,0,45,0,4,3,true,mate,2025-12-27 01:00:18
12,arqureo,1055,370,0,30,0,2,4,true,mate,2025-12-27 01:00:18
1,sonida,500,505,330,45,0,0,5,true,mate,2025-12-27 01:00:18
11,guerra,293,580,0,0,0,0,0,false,enemy,2025-12-27 01:00:18
3,vampiro,432,729,209,209,0,0,1,false,enemy,2025-12-27 01:00:18
13,toad,332,676,0,0,96,1,2,false,enemy,2025-12-27 01:00:18
10,magia,1020,480,0,0,0,0,3,false,enemy,2025-12-27 01:00:18
8,ghost,865,500,0,0,0,1,4,false,enemy,2025-12-27 01:00:18
5,spider,807,500,0,0,0,1,5,false,enemy,2025-12-27 01:00:18

7,Bosque,210,877,232,337,0,0,0,true,mate,2025-12-27 01:00:20
11,guerra,545,731,91,151,0,0,1,true,mate,2025-12-27 01:00:20
6,capitan,732,745,0,105,0,0,2,true,mate,2025-12-27 01:00:20
8,ghost,730,500,0,30,0,3,3,true,mate,2025-12-27 01:00:20
1,sonida,489,520,420,60,0,1,4,true,mate,2025-12-27 01:00:20
5,spider,1090,405,0,60,0,4,5,true,mate,2025-12-27 01:00:20
4,monje,487,600,0,0,40,0,0,false,enemy,2025-12-27 01:00:20
13,toad,256,580,0,0,0,0,1,false,enemy,2025-12-27 01:00:20
9,pantano,283,1045,389,389,96,2,2,false,enemy,2025-12-27 01:00:20
12,arqureo,955,480,0,0,0,3,3,false,enemy,2025-12-27 01:00:20
10,magia,1324,480,0,0,0,0,4,false,enemy,2025-12-27 01:00:20
2,sniper,496,500,0,0,0,2,5,false,enemy,2025-12-27 01:00:20

11,guerra,426,677,97,97,0,0,0,false,mate,2025-12-27 01:00:21
3,vampiro,432,723,203,203,0,0,1,false,mate,2025-12-27 01:00:21
13,toad,297,642,0,0,62,1,2,false,mate,2025-12-27 01:00:21
10,magia,1188,480,0,0,0,0,3,false,mate,2025-12-27 01:00:21
2,sniper,590,500,0,0,0,1,4,false,mate,2025-12-27 01:00:21
5,spider,837,500,0,0,0,1,5,false,mate,2025-12-27 01:00:21
9,pantano,454,942,362,437,0,2,0,true,enemy,2025-12-27 01:00:21
7,Bosque,504,891,507,567,0,0,1,true,enemy,2025-12-27 01:00:21
6,capitan,320,685,0,45,0,0,2,true,enemy,2025-12-27 01:00:21
1,sonida,450,535,315,75,0,0,3,true,enemy,2025-12-27 01:00:21
12,arqureo,1087,201,0,30,0,3,4,true,enemy,2025-12-27 01:00:21
8,ghost,786,530,0,30,0,4,5,true,enemy,2025-12-27 01:00:21

13,toad,382,736,0,60,96,1,0,true,mate,2025-12-27 01:00:22
3,vampiro,402,836,211,316,0,0,1,true,mate,2025-12-27 01:00:22
11,guerra,492,707,97,127,0,0,2,true,mate,2025-12-27 01:00:22
8,ghost,836,0,0,60,0,4,3,true,mate,2025-12-27 01:00:22
10,magia,942,525,0,75,0,2,4,true,mate,2025-12-27 01:00:22
1,sonida,495,520,390,60,0,1,5,true,mate,2025-12-27 01:00:22
4,monje,383,610,0,0,50,0,0,false,enemy,2025-12-27 01:00:22
6,capitan,495,640,0,0,0,1,1,false,enemy,2025-12-27 01:00:22
9,pantano,334,819,295,295,0,0,2,false,enemy,2025-12-27 01:00:22
2,sniper,679,500,0,0,0,2,3,false,enemy,2025-12-27 01:00:22
5,spider,716,500,0,0,0,1,4,false,enemy,2025-12-27 01:00:22
12,arqureo,897,480,0,0,0,1,5,false,enemy,2025-12-27 01:00:22

4,monje,335,700,0,60,80,1,0,true,mate,2025-12-27 01:00:23
11,guerra,529,733,93,153,0,1,1,true,mate,2025-12-27 01:00:23
9,pantano,436,866,295,385,0,2,2,true,mate,2025-12-27 01:00:23
1,sonida,542,149,405,75,0,1,3,true,mate,2025-12-27 01:00:23
8,ghost,720,560,0,60,0,1,4,true,mate,2025-12-27 01:00:23
5,spider,883,149,0,60,0,2,5,true,mate,2025-12-27 01:00:23
3,vampiro,218,585,65,65,0,0,0,false,enemy,2025-12-27 01:00:23
13,toad,288,676,0,0,96,0,1,false,enemy,2025-12-27 01:00:23
6,capitan,320,640,0,0,0,0,2,false,enemy,2025-12-27 01:00:23
2,sniper,707,500,0,0,0,0,3,false,enemy,2025-12-27 01:00:23
10,magia,1195,480,0,0,0,3,4,false,enemy,2025-12-27 01:00:23
12,arqureo,429,480,0,0,0,1,5,false,enemy,2025-12-27 01:00:23

7,Bosque,378,872,332,332,0,0,0,false,mate,2025-12-27 01:00:24
11,guerra,425,679,99,99,0,0,1,false,mate,2025-12-27 01:00:24
3,vampiro,218,569,49,49,0,0,2,false,mate,2025-12-27 01:00:24
2,sniper,874,500,0,0,0,2,3,false,mate,2025-12-27 01:00:24
10,magia,968,480,0,0,0,0,4,false,mate,2025-12-27 01:00:24
5,spider,763,500,0,0,0,1,5,false,mate,2025-12-27 01:00:24
13,toad,434,751,0,75,192,1,0,true,enemy,2025-12-27 01:00:24
9,pantano,444,935,362,422,0,1,1,true,enemy,2025-12-27 01:00:24
4,monje,383,645,0,45,50,0,2,true,enemy,2025-12-27 01:00:24
8,ghost,851,123,0,30,0,3,3,true,enemy,2025-12-27 01:00:24
12,arqureo,1074,408,0,45,0,2,4,true,enemy,2025-12-27 01:00:24
