index,name,造成伤害,承受伤害,造成治疗,收到治疗,有效护盾,击杀数,位置,胜利,描述,时间戳
3,vampiro,395,792,197,272,0,0,0,false,mate,2026-01-02 19:13:53
6,capitan,447,675,0,45,0,0,1,false,mate,2026-01-02 19:13:53
7,Bosque,348,982,377,422,0,0,2,false,mate,2026-01-02 19:13:53
5,spider,983,480,0,30,0,1,3,false,mate,2026-01-02 19:13:53
1,sonida,400,505,270,45,0,0,4,false,mate,2026-01-02 19:13:53
8,ghost,1269,500,0,30,0,4,5,false,mate,2026-01-02 19:13:53
11,guerra,457,847,117,117,150,0,0,true,enemy,2026-01-02 19:13:53
9,pantano,372,970,362,362,75,1,1,true,enemy,2026-01-02 19:13:53
13,toad,336,738,0,0,158,0,2,true,enemy,2026-01-02 19:13:53
2,sniper,965,570,0,0,100,3,3,true,enemy,2026-01-02 19:13:53
10,magia,1290,169,0,0,48,3,4,true,enemy,2026-01-02 19:13:53
14,queen,540,574,0,0,74,0,5,true,enemy,2026-01-02 19:13:53

7,Bosque,450,1241,526,631,50,0,0,false,mate,2026-01-02 19:13:54
3,vampiro,250,639,59,119,0,0,1,false,mate,2026-01-02 19:13:54
9,pantano,414,907,295,340,75,0,2,false,mate,2026-01-02 19:13:54
1,sonida,640,570,450,90,20,0,3,false,mate,2026-01-02 19:13:54
2,sniper,898,665,0,120,75,4,4,false,mate,2026-01-02 19:13:54
14,queen,405,550,0,30,50,0,5,false,mate,2026-01-02 19:13:54
13,toad,248,580,0,0,0,0,0,true,enemy,2026-01-02 19:13:54
4,monje,355,657,0,0,110,1,1,true,enemy,2026-01-02 19:13:54
11,guerra,544,684,104,104,0,1,2,true,enemy,2026-01-02 19:13:54
10,magia,1095,480,0,0,0,0,3,true,enemy,2026-01-02 19:13:54
5,spider,951,284,0,0,0,1,4,true,enemy,2026-01-02 19:13:54
12,arqureo,1379,359,0,0,0,3,5,true,enemy,2026-01-02 19:13:54

7,Bosque,426,1105,663,663,125,1,0,true,mate,2026-01-02 19:13:54
9,pantano,494,889,362,362,50,1,1,true,mate,2026-01-02 19:13:54
4,monje,383,792,0,0,232,0,2,true,mate,2026-01-02 19:13:54
12,arqureo,1052,220,0,0,100,2,3,true,mate,2026-01-02 19:13:54
14,queen,466,595,0,0,126,1,4,true,mate,2026-01-02 19:13:54
8,ghost,1007,600,0,0,100,2,5,true,mate,2026-01-02 19:13:54
11,guerra,435,790,105,210,0,0,0,false,enemy,2026-01-02 19:13:54
3,vampiro,650,919,324,399,0,0,1,false,enemy,2026-01-02 19:13:54
6,capitan,315,645,0,15,0,0,2,false,enemy,2026-01-02 19:13:54
1,sonida,450,460,285,30,0,0,3,false,enemy,2026-01-02 19:13:54
10,magia,1555,510,0,30,0,0,4,false,enemy,2026-01-02 19:13:54
5,spider,772,480,0,30,0,2,5,false,enemy,2026-01-02 19:13:54

4,monje,338,720,0,0,173,0,0,false,mate,2026-01-02 19:13:55
9,pantano,278,760,262,262,50,1,1,false,mate,2026-01-02 19:13:55
7,Bosque,378,1014,354,354,100,0,2,false,mate,2026-01-02 19:13:55
2,sniper,487,545,0,0,75,1,3,false,mate,2026-01-02 19:13:55
14,queen,324,550,0,0,50,0,4,false,mate,2026-01-02 19:13:55
5,spider,812,530,0,0,50,0,5,false,mate,2026-01-02 19:13:55
6,capitan,569,778,0,150,96,3,0,true,enemy,2026-01-02 19:13:55
13,toad,480,548,0,60,0,0,1,true,enemy,2026-01-02 19:13:55
3,vampiro,500,872,262,352,0,0,2,true,enemy,2026-01-02 19:13:55
1,sonida,500,0,480,60,0,0,3,true,enemy,2026-01-02 19:13:55
8,ghost,810,0,0,60,0,5,4,true,enemy,2026-01-02 19:13:55
10,magia,1237,383,0,60,0,1,5,true,enemy,2026-01-02 19:13:55

13,toad,384,640,0,60,0,0,0,false,mate,2026-01-02 19:13:56
7,Bosque,252,911,306,351,0,0,1,false,mate,2026-01-02 19:13:56
3,vampiro,437,946,225,330,96,0,2,false,mate,2026-01-02 19:13:56
1,sonida,550,535,435,75,0,0,3,false,mate,2026-01-02 19:13:56
8,ghost,1133,590,0,90,0,5,4,false,mate,2026-01-02 19:13:56
5,spider,1077,510,0,60,0,1,5,false,mate,2026-01-02 19:13:56
9,pantano,443,1010,429,429,75,1,0,true,enemy,2026-01-02 19:13:56
6,capitan,447,680,0,0,50,0,1,true,enemy,2026-01-02 19:13:56
11,guerra,445,872,117,117,175,1,2,true,enemy,2026-01-02 19:13:56
14,queen,564,368,0,0,74,2,3,true,enemy,2026-01-02 19:13:56
10,magia,1394,363,0,0,74,2,4,true,enemy,2026-01-02 19:13:56
2,sniper,868,569,0,0,99,1,5,true,enemy,2026-01-02 19:13:56

4,monje,301,670,0,0,110,0,0,true,mate,2026-01-02 19:13:57
7,Bosque,420,1071,511,511,0,0,1,true,mate,2026-01-02 19:13:57
6,capitan,447,630,0,0,0,0,2,true,mate,2026-01-02 19:13:57
5,spider,647,480,0,0,0,0,3,true,mate,2026-01-02 19:13:57
2,sniper,1340,470,0,0,0,4,4,true,mate,2026-01-02 19:13:57
8,ghost,833,350,0,0,0,4,5,true,mate,2026-01-02 19:13:57
13,toad,240,655,0,0,171,0,0,false,enemy,2026-01-02 19:13:57
9,pantano,362,837,248,248,100,0,1,false,enemy,2026-01-02 19:13:57
11,guerra,340,721,116,116,25,0,2,false,enemy,2026-01-02 19:13:57
12,arqureo,969,550,0,0,50,2,3,false,enemy,2026-01-02 19:13:57
10,magia,1412,504,0,0,24,2,4,false,enemy,2026-01-02 19:13:57
14,queen,348,600,0,0,125,1,5,false,enemy,2026-01-02 19:13:57

13,toad,288,730,0,75,100,0,0,true,mate,2026-01-02 19:13:57
9,pantano,431,872,317,377,50,1,1,true,mate,2026-01-02 19:13:57
4,monje,870,975,0,105,381,0,2,true,mate,2026-01-02 19:13:57
14,queen,540,688,0,120,125,0,3,true,mate,2026-01-02 19:13:57
1,sonida,563,434,480,60,93,1,4,true,mate,2026-01-02 19:13:57
12,arqureo,1034,274,0,60,74,5,5,true,mate,2026-01-02 19:13:57
11,guerra,485,688,108,108,0,0,0,false,enemy,2026-01-02 19:13:57
7,Bosque,315,917,357,357,0,0,1,false,enemy,2026-01-02 19:13:57
6,capitan,315,630,0,0,0,0,2,false,enemy,2026-01-02 19:13:57
10,magia,1143,480,0,0,0,1,3,false,enemy,2026-01-02 19:13:57
8,ghost,1168,500,0,0,0,2,4,false,enemy,2026-01-02 19:13:57
2,sniper,531,470,0,0,0,0,5,false,enemy,2026-01-02 19:13:57

6,capitan,433,630,0,0,0,0,0,true,mate,2026-01-02 19:13:58
4,monje,744,754,0,0,207,1,1,true,mate,2026-01-02 19:13:58
11,guerra,227,580,0,0,0,0,2,true,mate,2026-01-02 19:13:58
10,magia,1466,480,0,0,0,1,3,true,mate,2026-01-02 19:13:58
12,arqureo,1416,155,0,0,0,4,4,true,mate,2026-01-02 19:13:58
2,sniper,543,470,0,0,0,0,5,true,mate,2026-01-02 19:13:58
9,pantano,502,1092,429,474,75,1,0,false,enemy,2026-01-02 19:13:58
7,Bosque,210,1076,266,341,175,0,1,false,enemy,2026-01-02 19:13:58
13,toad,498,936,0,135,221,1,2,false,enemy,2026-01-02 19:13:58
1,sonida,535,590,450,90,40,1,3,false,enemy,2026-01-02 19:13:58
14,queen,360,595,0,45,50,0,4,false,enemy,2026-01-02 19:13:58
5,spider,977,540,0,60,0,2,5,false,enemy,2026-01-02 19:13:58

3,vampiro,900,1023,488,488,74,0,0,true,mate,2026-01-02 19:13:59
13,toad,288,630,0,0,50,0,1,true,mate,2026-01-02 19:13:59
11,guerra,475,805,106,106,119,0,2,true,mate,2026-01-02 19:13:59
12,arqureo,1388,414,0,0,68,2,3,true,mate,2026-01-02 19:13:59
2,sniper,722,520,0,0,50,2,4,true,mate,2026-01-02 19:13:59
14,queen,563,646,0,0,148,2,5,true,mate,2026-01-02 19:13:59
6,capitan,315,675,0,45,0,0,0,false,enemy,2026-01-02 19:13:59
7,Bosque,366,1107,442,547,0,0,1,false,enemy,2026-01-02 19:13:59
9,pantano,414,904,362,392,0,1,2,false,enemy,2026-01-02 19:13:59
10,magia,1083,520,0,45,0,0,3,false,enemy,2026-01-02 19:13:59
8,ghost,1210,585,0,90,0,4,4,false,enemy,2026-01-02 19:13:59
1,sonida,650,545,405,90,0,0,5,false,enemy,2026-01-02 19:13:59

11,guerra,580,820,105,165,75,1,0,false,mate,2026-01-02 19:14:00
7,Bosque,294,1016,331,406,50,0,1,false,mate,2026-01-02 19:14:00
4,monje,383,700,0,15,138,0,2,false,mate,2026-01-02 19:14:00
2,sniper,835,634,0,45,119,2,3,false,mate,2026-01-02 19:14:00
14,queen,517,654,0,30,124,0,4,false,mate,2026-01-02 19:14:00
1,sonida,350,540,255,30,50,0,5,false,mate,2026-01-02 19:14:00
3,vampiro,250,587,67,67,0,0,0,true,enemy,2026-01-02 19:14:00
6,capitan,447,630,0,0,0,0,1,true,enemy,2026-01-02 19:14:00
9,pantano,510,798,563,563,0,2,2,true,enemy,2026-01-02 19:14:00
10,magia,1120,480,0,0,0,4,3,true,enemy,2026-01-02 19:14:00
8,ghost,1019,464,0,0,0,0,4,true,enemy,2026-01-02 19:14:00
5,spider,1031,0,0,0,0,0,5,true,enemy,2026-01-02 19:14:00

3,vampiro,250,583,63,63,0,0,0,false,mate,2026-01-02 19:14:00
9,pantano,238,684,228,228,0,0,1,false,mate,2026-01-02 19:14:00
13,toad,324,678,0,0,98,0,2,false,mate,2026-01-02 19:14:00
10,magia,1165,530,0,0,50,0,3,false,mate,2026-01-02 19:14:00
14,queen,315,550,0,0,50,0,4,false,mate,2026-01-02 19:14:00
2,sniper,631,470,0,0,0,2,5,false,mate,2026-01-02 19:14:00
4,monje,423,743,0,60,123,1,0,true,enemy,2026-01-02 19:14:00
11,guerra,584,787,102,207,0,2,1,true,enemy,2026-01-02 19:14:00
7,Bosque,348,729,455,530,0,0,2,true,enemy,2026-01-02 19:14:00
12,arqureo,891,387,0,90,0,2,3,true,enemy,2026-01-02 19:14:00
5,spider,829,152,0,60,0,1,4,true,enemy,2026-01-02 19:14:00
1,sonida,420,125,450,60,0,0,5,true,enemy,2026-01-02 19:14:00

3,vampiro,495,877,257,257,125,0,0,true,mate,2026-01-02 19:14:01
11,guerra,512,748,118,118,50,1,1,true,mate,2026-01-02 19:14:01
4,monje,326,670,0,0,123,0,2,true,mate,2026-01-02 19:14:01
14,queen,540,674,0,0,174,0,3,true,mate,2026-01-02 19:14:01
2,sniper,1040,458,0,0,50,4,4,true,mate,2026-01-02 19:14:01
10,magia,1069,294,0,0,48,1,5,true,mate,2026-01-02 19:14:01
7,Bosque,378,1026,376,466,0,0,0,false,enemy,2026-01-02 19:14:01
6,capitan,315,675,0,45,0,0,1,false,enemy,2026-01-02 19:14:01
13,toad,288,706,0,30,96,0,2,false,enemy,2026-01-02 19:14:01
5,spider,1099,510,0,30,0,1,3,false,enemy,2026-01-02 19:14:01
8,ghost,1182,530,0,30,0,3,4,false,enemy,2026-01-02 19:14:01
1,sonida,497,535,300,75,0,1,5,false,enemy,2026-01-02 19:14:01

9,pantano,247,689,228,228,0,0,0,false,mate,2026-01-02 19:14:02
3,vampiro,499,857,287,287,50,1,1,false,mate,2026-01-02 19:14:02
11,guerra,429,820,115,115,150,0,2,false,mate,2026-01-02 19:14:02
12,arqureo,640,550,0,0,50,1,3,false,mate,2026-01-02 19:14:02
8,ghost,1079,595,0,0,95,1,4,false,mate,2026-01-02 19:14:02
14,queen,499,600,0,0,100,0,5,false,mate,2026-01-02 19:14:02
4,monje,362,773,0,105,108,1,0,true,enemy,2026-01-02 19:14:02
13,toad,336,721,0,45,96,0,1,true,enemy,2026-01-02 19:14:02
6,capitan,381,675,0,45,0,0,2,true,enemy,2026-01-02 19:14:02
5,spider,1173,332,0,60,0,2,3,true,enemy,2026-01-02 19:14:02
10,magia,1285,413,0,60,0,2,4,true,enemy,2026-01-02 19:14:02
1,sonida,599,479,465,150,0,1,5,true,enemy,2026-01-02 19:14:02

6,capitan,381,630,0,0,0,0,0,true,mate,2026-01-02 19:14:02
3,vampiro,595,808,288,288,0,0,1,true,mate,2026-01-02 19:14:02
9,pantano,361,842,362,362,0,1,2,true,mate,2026-01-02 19:14:02
2,sniper,1222,440,0,0,0,3,3,true,mate,2026-01-02 19:14:02
5,spider,997,375,0,0,0,1,4,true,mate,2026-01-02 19:14:02
12,arqureo,1059,225,0,0,0,2,5,true,mate,2026-01-02 19:14:02
4,monje,357,760,0,15,185,0,0,false,enemy,2026-01-02 19:14:02
7,Bosque,336,1171,366,486,125,0,1,false,enemy,2026-01-02 19:14:02
13,toad,288,781,0,30,171,0,2,false,enemy,2026-01-02 19:14:02
14,queen,558,675,0,30,150,1,3,false,enemy,2026-01-02 19:14:02
10,magia,1252,555,0,30,75,1,4,false,enemy,2026-01-02 19:14:02
1,sonida,500,619,300,75,84,0,5,false,enemy,2026-01-02 19:14:02

4,monje,383,657,0,0,110,0,0,true,mate,2026-01-02 19:14:03
3,vampiro,400,800,175,280,0,0,1,true,mate,2026-01-02 19:14:03
9,pantano,542,976,429,504,0,1,2,true,mate,2026-01-02 19:14:03
12,arqureo,932,404,0,60,0,2,3,true,mate,2026-01-02 19:14:03
5,spider,830,207,0,60,0,3,4,true,mate,2026-01-02 19:14:03
1,sonida,500,448,390,90,0,0,5,true,mate,2026-01-02 19:14:03
6,capitan,315,630,0,0,0,0,0,false,enemy,2026-01-02 19:14:03
11,guerra,224,580,0,0,0,0,1,false,enemy,2026-01-02 19:14:03
7,Bosque,315,927,367,367,0,0,2,false,enemy,2026-01-02 19:14:03
8,ghost,771,500,0,0,0,0,3,false,enemy,2026-01-02 19:14:03
2,sniper,710,470,0,0,0,2,4,false,enemy,2026-01-02 19:14:03
10,magia,1170,480,0,0,0,1,5,false,enemy,2026-01-02 19:14:03

9,pantano,265,821,295,295,50,0,0,false,mate,2026-01-02 19:14:04
7,Bosque,252,903,293,293,50,0,1,false,mate,2026-01-02 19:14:04
3,vampiro,250,654,59,59,75,0,2,false,mate,2026-01-02 19:14:04
12,arqureo,1041,524,0,0,24,3,3,false,mate,2026-01-02 19:14:04
10,magia,1327,504,0,0,24,2,4,false,mate,2026-01-02 19:14:04
14,queen,315,575,0,0,75,0,5,false,mate,2026-01-02 19:14:04
11,guerra,383,695,115,115,0,0,0,true,enemy,2026-01-02 19:14:04
6,capitan,507,630,0,0,0,1,1,true,enemy,2026-01-02 19:14:04
4,monje,665,755,0,0,195,2,2,true,enemy,2026-01-02 19:14:04
2,sniper,627,470,0,0,0,0,3,true,enemy,2026-01-02 19:14:04
8,ghost,880,500,0,0,0,1,4,true,enemy,2026-01-02 19:14:04
5,spider,919,400,0,0,0,2,5,true,enemy,2026-01-02 19:14:04

